station_no,station_name,tel,address,latitude,longitude,note,city,district
FQ5,新建興車業行,02-22832014,新北市蘆洲區三民路183號,25.087413,121.470691,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FQ7,鴻川機車行,02-29614036,新北市板橋區民生路1段67號,25.013324,121.475036,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FQ8,龍坐機車行,02-29668067,新北市板橋區僑中一街124巷18弄2號,25.013695,121.446201,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FQ9,冠麟機車行,02-29520950,新北市板橋區三民路2段7號,25.018521,121.479423,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FR0,福城車業行,02-22837784,新北市蘆洲區光榮路36號1樓,25.088281,121.460896,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FR1,眾益機車行,02-29822768,新北市三重區中正北路348號1樓,25.069322,121.477747,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FR2,高昇機車行,02-86665597,新北市新店區安民街311號,24.974035,121.517502,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FR3,嘉成機車行,02-22110246,新北市新店區安康路2段278號,24.958799,121.508375,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FR4,景泰車業行,02-22113507,新北市新店區安忠路21號1樓,24.961664,121.515119,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FR6,金新機車行,02-24989396,新北市金山區中山路322號,25.224041,121.635601,"今日正常營業,但實際營業狀況依現場為主",新北市,金山區
FR7,鑫隆車業行,02-22175335,新北市新店區北宜路2段98號(1樓),24.953541,121.555433,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FR8,儀芳機車行,02-26470266,新北市汐止區連興街144號,25.061443,121.654009,"今日正常營業,但實際營業狀況依現場為主",新北市,汐止區
FR9,松祥機車行,02-26958284,新北市汐止區康寧街510號(1樓),25.068530,121.633223,"今日正常營業,但實際營業狀況依現場為主",新北市,汐止區
FS0,德旺機車行,02-26945592,新北市汐止區中興路159號1樓,25.066047,121.631057,"今日正常營業,但實際營業狀況依現場為主",新北市,汐止區
FS1,進全機車行,02-26923503,新北市汐止區康寧街506號1樓,25.068495,121.633085,"今日正常營業,但實際營業狀況依現場為主",新北市,汐止區
FS2,辰偉機車行,02-29893093,新北市三重區大仁街122號1樓,25.066048,121.493479,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FS3,新才源機車行,02-22128062,新北市新店區安和路二段199號、201號(1樓),24.975053,121.517905,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FS4,文海機車行,02-26804644,新北市樹林區佳園路2段114號,24.957143,121.389770,"今日正常營業,但實際營業狀況依現場為主",新北市,樹林區
FS5,和興車業行,02-26805688,新北市樹林區佳園路1段7號,24.971748,121.392781,"今日正常營業,但實際營業狀況依現場為主",新北市,樹林區
FS6,仁人機車行,02-22813052,新北市蘆洲區民義街38號1樓,25.088946,121.471927,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FS7,暘展機車行,02-22893631,新北市蘆洲區民義街63號1樓,25.089980,121.472948,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FS8,欣龍機車行,02-22819580,新北市蘆洲區民權路63號1樓,25.088203,121.473682,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FS9,正龍車業行,02-22891588  0939702888,新北市蘆洲區信義路315號,25.086336,121.478342,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FT0,大大機車行,02-86683962,新北市新店區新和街87號1樓,24.986397,121.520838,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FT2,裕正機車行,02-29187207,新北市新店區民族路245號1樓,24.975359,121.536384,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FT3,東泓車業行,02-82623511,新北市土城區學府路1段42號,24.988543,121.457916,"今日正常營業,但實際營業狀況依現場為主",新北市,土城區
FT4,益泰機車行,02-22606518,新北市土城區中正路63號1樓,24.975624,121.444384,"今日正常營業,但實際營業狀況依現場為主",新北市,土城區
FT5,成泰車業行,02-29925649,新北市新莊區幸福路25號1樓,25.049397,121.458922,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FT6,永興機車行,02-26861955,新北市板橋區溪崑二街22巷20號1-2樓,24.991663,121.428318,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FT8,文輝機車行,02-22912243,新北市五股區凌雲路1段148號1樓,25.102461,121.449254,"今日正常營業,但實際營業狀況依現場為主",新北市,五股區
FT9,民興車業行,02-82010706,新北市新莊區建安街43號1樓,25.025584,121.428817,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FU0,展雄機車行,02-22855994,新北市蘆洲區長安街349號1樓,25.087117,121.457171,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FU1,祥利車業企業社,02-22703507,新北市土城區延平街73號,24.992998,121.467658,"今日正常營業,但實際營業狀況依現場為主",新北市,土城區
FU2,良生機車行,02-29292286,新北市永和區仁愛路112號,25.013206,121.511857,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FU3,晉豐機車展業行,02-22523913,新北市板橋區莊敬路155號,25.024721,121.471570,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FU6,進鑫機車行,02-22427508,新北市中和區中興街156號,24.991791,121.499792,"今日正常營業,但實際營業狀況依現場為主",新北市,中和區
FU8,順展車業有限公司,02-89933312,新北市新莊區昌平街7號1樓,25.051675,121.454747,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FU9,明德機車行,02-29681854,新北市板橋區大仁街41號,25.016556,121.454921,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FV1,立冠車業有限公司,02-26227166,新北市淡水區中山路137-1號1樓,25.171461,121.440912,"今日正常營業,但實際營業狀況依現場為主",新北市,淡水區
FV2,萬吉機車行,02-26231379,新北市淡水區中山路103號1樓,25.170686,121.441893,"今日正常營業,但實際營業狀況依現場為主",新北市,淡水區
FV3,益成機車行,02-29434817,新北市永和區成功路2段152號1樓,24.996845,121.526460,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FV4,泰有機車行,02-28575375,新北市三重區碧華街272號,25.082936,121.488901,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FV5,鑫輝機車行,02-22830030,新北市蘆洲區復興路125號,25.088433,121.477528,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FV6,正龍機車行,02-22873216,新北市三重區車路頭街139巷4號1樓,25.076344,121.484033,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FV7,全星機車行,02-29893846,新北市三重區忠孝路2段152號,25.068046,121.482445,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FV8,富順車業行,02-29845869,新北市三重區大仁街46號1樓,25.064556,121.491689,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FV9,展昱機車行,02-22627168,新北市土城區裕民路204號1樓,24.984620,121.453238,"今日正常營業,但實際營業狀況依現場為主",新北市,土城區
FW0,順達機車行,02-29237716,新北市永和區永利路58號,25.005030,121.519199,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FW1,宏健機車行,02-89282338,新北市永和區竹林路177號1樓,25.009839,121.520621,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FW2,宏億機車行,02-89218921,新北市永和區文化路165號1樓,25.016478,121.510175,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FW3,尚森車業行,02-85215674,新北市新莊區化成路421號1樓,25.059403,121.464989,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FW5,金展機車行,02-86850686,新北市樹林區鎮前街427號1樓,24.982786,121.413750,"今日正常營業,但實際營業狀況依現場為主",新北市,樹林區
FW6,育賢車業行,02-86778524,新北市鶯歌區育智路16號1樓,24.954978,121.345147,"今日正常營業,但實際營業狀況依現場為主",新北市,鶯歌區
FW7,金馴車業行,02-22211005,新北市中和區員山路372號1樓,25.004140,121.480793,"今日正常營業,但實際營業狀況依現場為主",新北市,中和區
FW8,宏萬車業行,02-22040675,新北市新莊區民安路156號,25.024720,121.424701,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FW9,統一機車行,02-29282459,新北市永和區永貞路410號,25.007900,121.509006,"今日正常營業,但實際營業狀況依現場為主",新北市,永和區
FX0,展輝車業行,02-89112306,新北市新店區光明街105號1樓.2樓,24.961239,121.539135,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FX1,明奇機車行,02-26231033,新北市淡水區大忠街67號,25.177009,121.445369,"今日正常營業,但實際營業狀況依現場為主",新北市,淡水區
FX2,新順達車業行,02-22821226,新北市蘆洲區信義路200號1樓,25.084721,121.479123,"今日正常營業,但實際營業狀況依現場為主",新北市,蘆洲區
FX3,鑫川吉機車行,02-82458506,新北市中和區莊敬路49巷4號1樓,25.005509,121.501464,"今日正常營業,但實際營業狀況依現場為主",新北市,中和區
FX5,照來機車行,02-26796388,新北市鶯歌區鶯桃路2段54號,24.972969,121.325178,"今日正常營業,但實際營業狀況依現場為主",新北市,鶯歌區
FX6,健富機車行,02-22872769,新北市三重區永福街84號1樓,25.076382,121.478886,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FX7,益昌車業行,02-29690230,新北市板橋區西門街24號,25.011352,121.454550,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FX8,榮益車業行,02-22054051,新北市新莊區民安東路4號1樓,25.020901,121.427878,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FX9,鴻福機車有限公司,02-22809725,新北市三重區永福街237號1樓,25.074309,121.480643,"今日正常營業,但實際營業狀況依現場為主",新北市,三重區
FY0,日日興車業行,02-29660591,新北市板橋區林園街40號1樓,25.010281,121.453749,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FY1,豪友機車行,02-86723136,新北市三峽區永安街43號1樓,24.930089,121.376228,"今日正常營業,但實際營業狀況依現場為主",新北市,三峽區
FY3,玉新機車行,02-29122958,新北市新店區建國路90號,24.977310,121.540464,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FY4,天達機車行,02-26713953,新北市三峽區中正路一段121號1樓,24.929136,121.373941,"今日正常營業,但實際營業狀況依現場為主",新北市,三峽區
FY5,永泰利車業行,02-86852377,新北市樹林區太元街36號,24.980032,121.418130,"今日正常營業,但實際營業狀況依現場為主",新北市,樹林區
FY6,旺昇機車行,02-29673210,新北市板橋區國光路180號1樓,25.018308,121.460822,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FY7,欣立昌機車行,02-29554505,新北市板橋區廣權路89號,24.992618,121.464234,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FY8,天勝機車行,02-29140712,新北市新店區寶橋路156之1號1樓,24.976907,121.548582,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FY9,春哥機車行,02-29121128,新北市新店區寶中路59號,24.980433,121.547069,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
FZ0,欣世勇車行,02-24972326,新北市瑞芳區明燈路2段36號,25.107838,121.810229,"今日正常營業,但實際營業狀況依現場為主",新北市,瑞芳區
FZ1,順益機車行,02-26710345,新北市三峽區國光街14號,24.937120,121.375463,"今日正常營業,但實際營業狀況依現場為主",新北市,三峽區
FZ2,溪洲機車行,02-26819192,新北市板橋區滿平街118號1樓,24.988448,121.428453,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FZ3,新明興車業行,02-82018058,新北市新莊區成功街15號,25.021475,121.425707,"今日正常營業,但實際營業狀況依現場為主",新北市,新莊區
FZ4,松盛機車行,02-26192525,新北市八里區訊塘路17號,25.145079,121.397871,"今日正常營業,但實際營業狀況依現場為主",新北市,八里區
FZ5,勝國機車行,02-22560829,新北市板橋區四維路176號,25.026583,121.464475,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FZ6,信豪機車行,02-26845728,新北市板橋區存德街96號1樓,24.990901,121.432434,"今日正常營業,但實際營業狀況依現場為主",新北市,板橋區
FZ7,益和機車行,02-24986604,新北市萬里區加投191之10號,25.214632,121.644544,"今日正常營業,但實際營業狀況依現場為主",新北市,萬里區
FZ8,鴻鎰車業行,02-29102765,新北市新店區順安街83號,24.987162,121.540705,"今日正常營業,但實際營業狀況依現場為主",新北市,新店區
G01,燁晉機車行,03-9894101,宜蘭縣三星鄉三星路4段299號1樓,24.667041,121.655928,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,三星鄉
G02,飛帝機車行,03-9655488,宜蘭縣五結鄉中正路3段51號,24.703953,121.770326,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G03,萬益機車行,03-9502173,宜蘭縣五結鄉五結中路2段17號,24.685470,121.797687,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G04,元成車業行,03-9503503,宜蘭縣五結鄉五結路2段331號1樓,24.685042,121.799077,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G05,和益機車行,03-9503962,宜蘭縣五結鄉利澤東路51號,24.668240,121.823503,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G06,益大機車行,03-9591814,宜蘭縣冬山鄉冬山村冬山路323號,24.635059,121.788915,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G07,欣記機車行,03-9585581,宜蘭縣冬山鄉義成路2段352號1樓,24.653625,121.763635,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G08,東昌機車行,03-9303419,宜蘭縣壯圍鄉大福路1段248號,24.795475,121.807678,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,壯圍鄉
G10,高煌車業行,03-9304868,宜蘭縣壯圍鄉過嶺村壯濱路3段257號,24.758167,121.815370,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,壯圍鄉
G11,良達機車行,03-9361567,宜蘭縣宜蘭市中山路3段273號,24.762503,121.753891,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G12,良勝車業有限公司,03-9368166,宜蘭縣宜蘭市中山路3段295、297、299號,24.763068,121.754146,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G13,善志企業有限公司,03-9322739,宜蘭縣宜蘭市中山路3段307號,24.763277,121.754225,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G14,富悅車業有限公司,03-9285189,宜蘭縣宜蘭市北津里中山路5段89號,24.767542,121.756050,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G15,非常機車行,03-9362505,宜蘭縣宜蘭市和睦里中山路2段302號1樓,24.749581,121.754100,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G16,宜慶機車業行,03-9367479,宜蘭縣宜蘭市泰山路72-1號,24.754377,121.745366,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G17,和昇機車行,03-9382922,宜蘭縣宜蘭市中興里東港路二段438之1號,24.757679,121.760372,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G18,鐛鋒機車行,03-9223085,宜蘭縣員山鄉員山路1段893號1樓,24.730543,121.716443,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G19,中興機車行,03-9223770,宜蘭縣員山鄉員山路1段310號,24.743754,121.723774,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G20,協昌機車行,03-9772328,宜蘭縣頭城鎮青雲路3段142號,24.856858,121.824935,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,頭城鎮
G21,新東機車行,03-9773798,宜蘭縣頭城鎮新興路230-3號1樓,24.854785,121.819366,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,頭城鎮
G22,福特機車行,03-9882134,宜蘭縣礁溪鄉中山路1段140號,24.818866,121.769980,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G23,千葉機車行,03-9280809,宜蘭縣礁溪鄉礁溪路1段43號1樓,24.784127,121.760799,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G24,捷佳車業有限公司,03-9543008,宜蘭縣羅東鎮中山路3段159號,24.674843,121.770043,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G25,金倫機車行,03-9505625,宜蘭縣五結鄉五結路2段442號1樓,24.684835,121.796971,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G26,連興機車行,03-9567760,宜蘭縣羅東鎮和平路37號,24.674777,121.771666,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G27,勝耀興業有限公司,03-9551279,宜蘭縣羅東鎮純精路3段3號1樓,24.680434,121.763936,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G28,宏光機車行,03-9596619,宜蘭縣冬山鄉冬山路1段1022號1樓,24.633644,121.791108,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G29,蘇澳機車行,03-9963796,宜蘭縣蘇澳鎮中山路1段142號,24.596042,121.849020,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G30,安全機車行,03-9904546,宜蘭縣蘇澳鎮文中街37號1樓,24.619568,121.836096,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G31,富揚機車行,03-9971579,宜蘭縣蘇澳鎮漁港路112號1樓,24.582139,121.864574,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G33,朝順機車行,03-9890257,宜蘭縣三星鄉大隱村三星路1段211號,24.669665,121.724264,"今日因故暫停檢驗,但實際營業狀況依現場為主",宜蘭縣,三星鄉
G34,泉興機車行,03-9892572,宜蘭縣三星鄉義德村三星路5段39號,24.665919,121.651767,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,三星鄉
G35,健全機車行,03-9658739,宜蘭縣五結鄉上四村中正路2段118號,24.699586,121.769320,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G36,長進機車行,03-9658868,宜蘭縣五結鄉上四村中正路2段255號1樓,24.701511,121.769530,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G37,長城機車行,03-9602532,宜蘭縣五結鄉五結村五結路2段361號,24.684728,121.797537,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,五結鄉
G38,佳昌車業行,03-9541363,宜蘭縣羅東鎮信義里興東路260號1樓,24.683662,121.770423,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G39,立祥機車行,03-9591347,宜蘭縣冬山鄉南興村冬山路122號1樓,24.634529,121.791601,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G41,弘裕機車行,03-9583808,宜蘭縣冬山鄉順安村鹿安路479號1樓、481號1樓,24.660675,121.761132,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G42,華盛機車行,03-9583663,宜蘭縣冬山鄉群英村義成路3段474號1樓,24.666916,121.767994,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G43,明慧機車行,03-9513731,宜蘭縣冬山鄉廣興村廣興路225號,24.669638,121.748616,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G44,鑫城機車行,03-9301783,宜蘭縣壯圍鄉功勞路43-11號1樓,24.765551,121.790688,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,壯圍鄉
G45,立昌機車行,03-9325745,宜蘭縣宜蘭市大道里舊城西路10號1樓,24.757648,121.749670,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G46,南僑車業有限公司,03-9323302,宜蘭縣宜蘭市北門里中山路3段245號,24.761899,121.753698,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G48,大德機車行,03-9352913,宜蘭縣宜蘭市民權新路304號1樓,24.752655,121.743658,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G49,利達機車工業行,03-9327666,宜蘭縣宜蘭市中山路2段97、99號1樓,24.747393,121.755017,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G50,義興車行,03-9385527,宜蘭縣宜蘭市新東里東港路二段355號,24.754290,121.763024,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G51,正旭機車行,03-9380322,宜蘭縣宜蘭市東村里校舍路31號,24.751455,121.762685,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G52,義明機車行,03-9352677,宜蘭縣宜蘭市泰山路487號1樓,24.749279,121.733978,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G53,長興機車行,03-9360211,宜蘭縣宜蘭市負郭里泰山路155號,24.753309,121.742401,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G54,萬安車業行,03-9330778,宜蘭縣宜蘭市復興里神農路1段206號1樓,24.748964,121.750283,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G55,中東機車行,03-9383121,宜蘭縣宜蘭市黎明里東港路二段99號,24.749753,121.774501,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G56,六合機車行,03-9224677,宜蘭縣員山鄉枕山村慶安路86號1樓,24.768026,121.719058,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G57,大弘機車行,03-9225616,宜蘭縣員山鄉永和村温泉路1-31號,24.750569,121.713446,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G58,大正機車行,03-9224293,宜蘭縣員山鄉員山路1段89號1樓,24.746892,121.729595,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G59,惠眾機車行,03-9221614,宜蘭縣員山鄉惠民路165號,24.723967,121.728054,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G60,吉達機車行,03-9778097,宜蘭縣頭城鎮吉祥路86號1樓,24.856833,121.820735,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,頭城鎮
G61,振新機車行,03-9770556,宜蘭縣頭城鎮頭濱路1段313號,24.817641,121.819405,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,頭城鎮
G62,值光機車行,03-9882678,宜蘭縣礁溪鄉中山路1段92號,24.817743,121.768916,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G63,礁溪鈴木車業,03-9882332,宜蘭縣礁溪鄉中山路1段96號,24.817810,121.768984,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G64,景祥機車行,03-9886708,宜蘭縣礁溪鄉中山路1段228號,24.820587,121.770929,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G65,安盛機車行,03-9516131,宜蘭縣羅東鎮四育路32號1樓,24.676599,121.759784,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G67,慶昌機車行,03-9560346,宜蘭縣羅東鎮民生路124號1樓,24.677692,121.767097,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G68,順道機車行,03-9613180,宜蘭縣羅東鎮純精路2段231號1樓,24.679792,121.763787,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G69,新益機車行,03-9902249,宜蘭縣蘇澳鎮新榮路3號1樓,24.620930,121.834029,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G70,永立機車行,03-9964807,宜蘭縣蘇澳鎮中山路一段208號1樓,24.595920,121.846623,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G71,長昇機車行,03-9901707,宜蘭縣蘇澳鎮福德路448號,24.647405,121.828752,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G72,國陽機車行,03-9963766,宜蘭縣蘇澳鎮中山路1段134號1樓,24.596060,121.849224,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G73,大華機車行,03-9592889,宜蘭縣冬山鄉冬山路159號1樓,24.634328,121.791930,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G74,元凱機車行,03-9330638,宜蘭縣宜蘭市泰山路240號,24.751335,121.737609,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G75,明昌機車行,03-9225160,宜蘭縣員山鄉同樂村永同路1段116號,24.764700,121.729889,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,員山鄉
G76,建興機車行,03-9771880,宜蘭縣頭城鎮青雲路3段55號,24.855361,121.823248,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,頭城鎮
G77,三昌車業行,03-9567367,宜蘭縣羅東鎮興東南路24號1樓,24.669304,121.771097,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G78,明芳機車行,03-9561248,宜蘭縣羅東鎮中山路3段371號,24.674511,121.765040,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G79,宏輪商行,03-9514888,宜蘭縣羅東鎮中山路4段408號,24.671853,121.754514,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G81,志明機車行,03-9615980,宜蘭縣羅東鎮國華里光華街117號,24.678953,121.757777,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G82,宏星機車行,03-9562578,宜蘭縣羅東鎮漢民里忠孝路27號1樓,24.675154,121.764405,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G83,永峰機車行,03-9891160,宜蘭縣三星鄉天山村三星路7段255號1樓,24.661744,121.622533,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,三星鄉
G84,宏泰機車行,03-9352202,宜蘭縣宜蘭市力新路138號,24.761807,121.755123,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G85,今日企業社,03-9557333,宜蘭縣羅東鎮站前南路272號1樓,24.673277,121.774349,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G86,萬富企業社,03-9890174,宜蘭縣三星鄉上將路3段681號1樓,24.683851,121.696192,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,三星鄉
G87,玉峰機車行,03-9886392,宜蘭縣礁溪鄉礁溪路4段20號1樓,24.817692,121.767935,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,礁溪鄉
G88,台灣機車行,03-9964305,宜蘭縣蘇澳鎮蘇西里中山路1段346號1樓,24.595870,121.842079,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G89,福星機車行,03-9512977,宜蘭縣冬山鄉廣安村廣興路388號,24.669362,121.744606,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,冬山鄉
G90,鑫昌機車行,03-9569759,宜蘭縣羅東鎮漢民里民權路235號1樓,24.676849,121.764288,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G92,東一機車行,03-9610663,宜蘭縣羅東鎮漢民里中山路四段29號一至二樓,,,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G93,銘陞機車行,03-9333223,宜蘭縣宜蘭市建軍里農權路三段208號1樓,,,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,宜蘭市
G94,福鑫機車行,03-9981608,宜蘭縣蘇澳鎮蘇花路二段292號1樓,,,"今日因故暫停檢驗,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
G95,銓能有限公司,03-9577838,宜蘭縣羅東鎮竹林里純精路三段318號1.2樓,,,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G96,富晟機車行,03-9610535,宜蘭縣羅東鎮維揚路196號一樓,,,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,羅東鎮
G97,飛展機車行,03-9909926,宜蘭縣蘇澳鎮永榮里大同路116-2號,,,"今日正常營業,但實際營業狀況依現場為主",宜蘭縣,蘇澳鎮
